,id,Price
3,67325,681.0633333333333
4,189522,553.2455555555556
5,129949,754.5321052631579
8,148555,984.6858010556695
11,11370,646.66
15,44616,732.7997916666666
16,61770,867.1387044826342
22,172383,1007.3263636363636
24,153195,1004.1544526198439
26,72411,596.463888888889
31,847,996.0207407407407
32,159240,731.52
36,33041,949.2449821479713
37,192455,1113.632
38,26024,1024.7775
40,93371,598.74
45,175668,716.9473333333334
48,185194,716.7127272727272
49,133156,1046.48
55,40094,686.08
56,72207,904.351238095238
58,191146,882.28
64,86410,483.295
68,141203,886.5873076923076
69,153954,683.8479361598439
71,98845,561.0
72,179000,647.384
76,162641,704.7354285714285
79,110838,777.62
80,190639,616.5873593073593
82,137988,433.64
85,38208,666.9
87,158397,535.195
92,71715,646.7834621284176
94,12707,634.9685303643724
98,93567,1152.18
99,129245,573.5967454545454
100,149197,677.785
102,2591,612.0020417360417
103,163074,667.36
105,95302,1029.32
107,182518,984.68
112,153025,412.54
113,106161,806.2294561680951
114,50440,541.02
115,5660,770.0433333333334
120,59489,557.87
122,53526,802.0173197854778
124,101098,777.3962462462462
125,61824,1140.08
129,52173,839.0407658364248
130,123032,895.9479777555778
137,124056,722.1175
140,192564,906.12
143,51895,832.0900781065498
149,34966,529.87
153,183836,940.08
154,190112,809.78
156,96232,791.54
157,33544,540.04
158,139635,515.8995916305917
165,183013,445.87666666666667
167,100139,1023.24
168,80108,439.34
172,99867,1169.68
173,52088,400.74
181,77091,831.4943878515131
182,108762,1085.7
185,143624,605.3109720952505
193,177309,1060.915
198,167425,851.7847425515662
201,33172,801.828238095238
206,102437,612.78
212,171030,947.0
216,104032,562.64
220,91688,473.96
225,146085,765.1866666666667
226,90528,696.0975777777778
230,105014,699.4
238,68831,967.9709244425165
239,51248,796.3329673202616
240,65325,1047.038528101055
244,41773,880.5
247,62208,658.2194444444444
248,43879,820.22
252,69325,841.59
259,63935,960.5716666666666
260,49615,679.2360000000001
267,67230,529.1713365990734
271,41478,787.3324119120614
274,130622,899.9250431627195
275,143407,869.94
276,68492,479.08
285,167582,1143.9447326007328
286,170822,801.0878333333333
