id,Price
132523,3013.400617
70210,1312.893465
93051,5174.347515
67325,658.2864497
189522,658.2864497
129949,698.1922569
172800,2577.125962
156638,6565.050704
148555,985.7971122
189119,8432.573005
67623,5174.347515
11370,703.5579962
12900,12705.34248
147053,2597.631956
38240,11376.62685
44616,690.8748939
61770,702.1796514
100008,6860.647057
28064,2577.125962
173415,12832.68358
93990,6860.647057
102263,1608.185712
172383,703.5579962
168274,11688.98076
153195,985.7971122
7158,6860.647057
72411,702.1796514
49288,3005.138759
92769,12715.12848
174721,6860.647057
13415,8654.407084
847,703.5579962
159240,703.5579962
57194,2577.125962
168544,4034.548965
89809,5174.347515
33041,985.7971122
192455,985.7971122
26024,985.7971122
114903,3013.400617
93371,703.5579962
92156,4034.548965
101796,4288.461333
24513,6860.647057
55101,3575.962941
175668,703.5579962
102181,8432.573005
479,3624.798774
185194,699.5516608
133156,1566.292502
47313,6860.647057
66600,983.3828836
187857,2577.125962
61309,5174.347515
9230,6860.647057
40094,658.2864497
72207,703.5579962
178908,1690.212577
191146,985.7971122
15191,6860.647057
135077,4728.312504
189339,8055.221895
7961,8586.696342
9562,1690.212577
86410,702.1796514
69833,5174.347515
164398,6860.647057
35027,8586.696342
141203,985.7971122
153954,703.5579962
191579,3013.400617
98845,658.2864497
179000,702.1796514
50267,6860.647057
75910,11688.98076
182082,11688.98076
162641,978.5134557
145230,16502.22216
98178,11688.98076
110838,883.0115834
190639,698.1922569
12738,5174.347515
137988,699.5516608
87805,6860.647057
45460,2577.125962
38208,690.8748939
107789,3013.400617
158397,658.2864497
139813,16502.22216
150434,3013.400617
76926,11688.98076
158009,2581.123139
71715,703.5579962
171070,2597.500315
12707,699.5516608
56134,2601.845161
107033,3575.962941
90187,5174.347515
93567,1470.514646
129245,696.841392
149197,703.5579962
87463,6860.647057
2591,695.3960302
163074,695.3960302
46972,13000.92348
95302,985.7971122
56936,1698.990712
182518,985.7971122
34109,5174.347515
127796,2581.123139
13969,1698.990712
126791,3624.798774
153025,703.5579962
106161,703.5579962
50440,703.5579962
5660,703.5579962
26535,6860.647057
187371,15326.26903
128071,3125.617231
93322,8432.573005
59489,703.5579962
98486,2577.125962
53526,703.5579962
103931,3619.534041
101098,703.5579962
61824,985.7971122
88503,2593.287111
104558,6860.647057
179640,16502.22216
52173,703.5579962
123032,696.841392
96817,6411.243967
36858,11376.62685
53150,5174.347515
103813,2577.125962
32135,4288.461333
5184,2581.339167
124056,695.3960302
152404,5174.347515
11679,2585.336343
192564,985.7971122
45841,11688.98076
155299,5174.347515
51895,703.5579962
113248,8432.573005
72913,6860.647057
11102,2601.845161
149872,4034.548965
37614,8432.573005
34966,658.2864497
142761,2601.845161
186947,5174.347515
39135,1690.212577
183836,698.1922569
190112,658.2864497
192966,1648.922359
96232,985.7971122
33544,703.5579962
139635,699.5516608
146252,2573.001311
13434,1690.212577
26389,8432.573005
88640,3568.571122
128053,3013.400617
44062,8541.043791
183013,663.7019354
113662,6860.647057
100139,983.3828836
80108,703.5579962
88294,3013.400617
55459,2577.125962
36432,5174.347515
99867,1648.922359
52088,658.2864497
96527,5333.373392
46328,6860.647057
115014,3013.400617
10497,5174.347515
69219,11688.98076
160018,16429.81338
94941,5174.347515
77091,703.5579962
108762,985.7971122
42413,15326.26903
123943,1690.212577
143624,703.5579962
31341,8264.440102
172443,11688.98076
169667,5174.347515
106860,11688.98076
30568,5174.347515
47552,1702.326526
182952,4034.548965
177309,985.7971122
29654,4288.461333
102123,12889.30878
160,2577.125962
87926,4822.272663
167425,703.5579962
14919,11688.98076
137094,14514.81931
33172,696.841392
145445,2561.768342
64789,2577.125962
3360,8541.043791
78465,6860.647057
102437,658.2864497
6111,2601.845161
78604,2581.123139
46157,6860.647057
32374,4822.272663
50317,1648.922359
171030,985.7971122
104692,5493.989421
154637,11376.62685
178239,8432.573005
104032,658.2864497
74614,16502.22216
119160,8432.573005
69600,4027.157146
91688,703.5579962
182511,11688.98076
167476,12453.44292
62540,1690.212577
138079,5174.347515
146085,968.0103693
90528,696.841392
66657,3462.504225
178634,6860.647057
147246,2577.125962
105014,702.1796514
155561,11688.98076
101929,11688.98076
57034,2663.718185
99585,6860.647057
71893,14618.72851
140605,4027.157146
76727,2593.287111
68831,703.5579962
51248,985.7971122
65325,985.7971122
186259,2593.287111
54126,15326.26903
186408,3013.400617
41773,703.5579962
113652,12851.45732
49635,3575.962941
62208,703.5579962
43879,703.5579962
167203,2597.631956
130198,11492.81354
114901,8432.573005
69325,703.5579962
92516,2581.123139
170536,1698.990712
16992,2577.125962
86600,1690.212577
26758,1608.185712
85100,8432.573005
63935,985.7971122
49615,703.5579962
174911,2577.125962
162885,8432.573005
192464,2577.125962
52777,1698.990712
92817,1690.212577
136230,2573.001311
67230,703.5579962
129178,1946.567541
57061,1655.18346
129481,4288.461333
41478,695.3960302
110892,11376.62685
34875,12602.31831
130622,985.7971122
143407,985.7971122
68492,658.2864497
31747,3575.962941
8724,1690.212577
77468,6860.647057
102740,1690.212577
57670,4034.548965
27463,2105.152768
110334,11688.98076
61026,1690.212577
167582,1648.922359
170822,702.1796514
74656,703.5579962
178517,703.5579962
180224,4034.548965
81252,703.5579962
18081,6860.647057
69424,3013.400617
175793,985.7971122
120183,6860.647057
17105,985.7971122
143374,4034.548965
65846,4331.482743
63680,703.5579962
168464,6860.647057
155740,983.3828836
168869,658.2864497
149224,11688.98076
92266,1648.922359
12064,658.2864497
130059,703.5579962
145229,4027.157146
54330,3619.534041
119074,2581.339167
159224,985.7971122
169039,2597.631956
180886,978.5134557
180191,8541.043791
186565,3452.511553
118734,1628.231744
74935,699.5516608
39284,1935.112925
154403,16502.22216
116626,703.5579962
156470,4822.272663
132571,6860.647057
39779,6860.647057
78613,985.7971122
67488,11688.98076
71728,1698.990712
154636,12569.53208
101445,690.8748939
158930,8432.573005
4513,11688.98076
67409,9537.26856
189374,703.5579962
171431,2581.339167
150688,1690.212577
179775,985.7971122
136670,8432.573005
180285,703.5579962
129122,1690.212577
103872,5174.347515
157278,703.5579962
32699,1690.212577
119042,978.5134557
86388,1572.497261
43635,12579.37916
12890,5174.347515
9321,703.5579962
60814,695.3960302
81162,703.5579962
30041,6860.647057
41483,968.0103693
88163,690.8748939
15680,4902.104168
85040,658.2864497
192506,1690.212577
161920,4288.461333
178855,703.5579962
143922,6860.647057
46919,11688.98076
88862,6860.647057
151814,6860.647057
142101,985.7971122
14036,2047.711774
108039,983.3828836
3055,4288.461333
66282,5174.347515
176776,4822.272663
69899,1643.321063
151245,11376.62685
152428,8432.573005
116769,663.7019354
184250,1690.212577
93048,1690.212577
21260,696.841392
82560,703.5579962
100462,8432.573005
184317,1690.212577
67406,978.5134557
88918,1295.284924
73656,5174.347515
136129,1690.212577
84335,2992.894623
155757,1648.922359
18306,703.5579962
145874,3619.534041
74166,703.5579962
148598,4369.209986
68045,1608.578827
57340,8432.573005
171916,16502.22216
140499,2577.125962
74581,1690.212577
101882,703.5579962
15769,703.5579962
33747,16502.22216
103398,6860.647057
7329,8432.573005
55241,699.5516608
187872,8401.112317
183819,4389.044547
156987,4034.548965
155972,702.1796514
33004,695.3960302
64178,2581.123139
191430,1690.212577
50188,6860.647057
93710,6860.647057
4496,2577.125962
169037,1690.212577
123468,8432.573005
113361,3005.138759
80152,11376.62685
134574,703.5579962
136053,985.7971122
59810,5174.347515
106735,16502.22216
1189,985.7971122
84535,706.4691502
86688,703.5579962
48417,663.7019354
49818,6565.050704
157304,1698.990712
144111,2597.500315
125826,985.7971122
177987,7046.078614
192768,985.7971122
85701,698.1922569
165870,5404.520207
78785,1630.061818
85478,2577.125962
75861,968.0103693
174561,703.5579962
4271,6860.647057
127800,5174.347515
158735,6565.050704
106806,702.1796514
68039,3013.400617
20499,983.3828836
55532,703.5579962
27145,1648.922359
162280,6455.709248
133784,5484.507931
21757,8264.440102
63608,5174.347515
61592,4034.548965
82663,3013.400617
135803,1690.212577
188939,3575.962941
122188,703.5579962
98731,695.3960302
59516,1648.922359
97770,1668.575277
164614,699.5516608
160314,14514.81931
65065,1690.212577
87921,4796.589359
156685,4288.461333
41495,4027.157146
95995,703.5579962
187335,15326.26903
128677,6860.647057
67981,2593.287111
172137,11688.98076
37173,5174.347515
73978,4808.108966
155745,1690.212577
142918,703.5579962
49440,1690.212577
139605,985.7971122
102076,3437.632698
129731,6860.647057
39550,2577.125962
112311,703.5579962
26744,784.6049389
129224,2597.631956
137637,695.3960302
41147,696.841392
173045,703.5579962
10387,985.7971122
159539,703.5579962
160538,1690.212577
46945,4034.548965
894,5174.347515
106080,658.2864497
18250,3578.530422
143968,696.841392
136801,985.7971122
154855,3616.795889
112335,6860.647057
121069,1698.990712
138851,1935.112925
182713,5174.347515
63775,2577.125962
123220,2518.501247
142173,2659.801172
181704,699.5516608
107558,703.5579962
49180,4288.461333
41037,985.7971122
103699,5174.347515
118286,5174.347515
177250,699.5516608
31622,703.5579962
84648,1668.575277
20348,703.5579962
60636,1698.990712
187899,1630.061818
154965,2709.680851
130965,690.8748939
43362,5174.347515
189457,3013.400617
118140,658.2864497
852,965.0992153
78527,1648.922359
79585,11688.98076
166610,698.1922569
27288,5174.347515
1785,695.3960302
132448,703.5579962
138430,663.7019354
8133,3951.734104
138433,985.7971122
163661,1648.922359
132358,1690.212577
104990,983.3828836
73403,11376.62685
114219,690.8748939
18131,703.5579962
79082,6860.647057
153908,8432.573005
4151,699.5516608
112931,1668.575277
69181,15326.26903
137261,703.5579962
94430,4034.548965
116156,658.2864497
53057,1648.922359
33915,1690.212577
186029,11688.98076
78236,2663.718185
29026,8654.407084
53126,2576.499343
79375,11688.98076
21268,985.7971122
164225,2597.631956
73901,11688.98076
180559,15326.26903
63472,703.5579962
153454,703.5579962
31093,6860.647057
83378,8586.696342
96971,1690.212577
164677,14514.81931
172801,985.7971122
153918,1696.092467
3710,2577.125962
148192,5174.347515
76363,698.1922569
45146,6565.050704
129598,706.4691502
76777,11688.98076
61900,3009.483604
10619,16502.22216
53800,703.5579962
7151,2601.845161
192549,2577.125962
111336,698.1922569
41753,703.5579962
105344,702.1796514
92142,6860.647057
171777,8432.573005
140555,11688.98076
77408,703.5579962
131028,703.5579962
55819,985.7971122
84562,8432.573005
98964,703.5579962
164861,9119.497575
104676,696.841392
14696,1648.922359
140614,703.5579962
77181,12151.84773
120548,2581.339167
46206,2577.125962
165887,699.5516608
126270,658.2864497
48438,6860.647057
170650,703.5579962
29991,703.5579962
84262,11376.62685
81841,985.7971122
144354,11688.98076
192127,15326.26903
29103,6860.647057
106687,4027.157146
14929,3013.400617
1420,703.5579962
102809,4754.568821
13315,11376.62685
122347,4288.461333
84636,699.5516608
175739,1690.212577
78814,9119.497575
60157,1636.790686
133828,3013.400617
14270,16502.22216
167331,6860.647057
71149,703.5579962
10901,4034.548965
186912,690.8748939
52750,985.7971122
100526,1698.990712
59948,703.5579962
98883,1579.464934
119809,6860.647057
135391,703.5579962
176891,699.5516608
181400,8432.573005
133958,15326.26903
101678,5174.347515
17650,6860.647057
44208,3013.400617
142835,11688.98076
40112,968.0103693
63144,5174.347515
40924,4321.340704
18978,8264.440102
178900,703.5579962
156606,1690.212577
137275,2577.125962
36052,703.5579962
7071,2577.125962
43303,1690.212577
151840,2597.631956
22404,3013.400617
130258,658.2864497
131385,6860.647057
57993,4034.548965
2450,5174.347515
99907,983.3828836
1538,703.5579962
58409,703.5579962
161252,703.5579962
31673,983.3828836
135813,2577.125962
59492,5174.347515
179349,4027.157146
120364,1690.212577
4093,2577.125962
98368,985.7971122
45402,4822.272663
145088,11688.98076
127589,3624.798774
52108,703.5579962
134953,985.7971122
50662,975.9975818
147508,696.841392
11714,6860.647057
12818,2597.500315
4260,16502.22216
121425,698.1922569
23756,5174.347515
182885,1698.990712
14732,8654.407084
127321,3009.483604
29624,703.5579962
92609,3013.400617
164462,2577.125962
133390,11688.98076
30038,6860.647057
36966,6860.647057
13110,4723.865966
146756,2663.718185
60382,703.5579962
25559,1690.212577
67637,11688.98076
42115,658.2864497
73548,2601.845161
128911,5174.347515
31272,985.7971122
122263,4288.461333
62068,5174.347515
120971,2597.631956
145282,12253.79603
58389,658.2864497
33398,11376.62685
9854,5174.347515
178204,6860.647057
114171,1648.922359
37067,658.2864497
62761,696.841392
80334,5174.347515
129384,8034.833946
158662,985.7971122
68032,703.5579962
20484,4027.157146
125583,698.1922569
63602,985.7971122
155448,3608.580921
82538,3619.534041
140358,1690.212577
68054,9119.497575
141455,5174.347515
104342,2577.125962
64514,16502.22216
73731,702.1796514
83109,3013.400617
86752,690.8748939
67065,1698.990712
191040,983.3828836
66951,8654.407084
11748,5174.347515
131012,11688.98076
93262,14514.81931
156954,8586.696342
168629,6860.647057
37748,5467.768461
110746,985.7971122
81579,6860.647057
68426,703.5579962
7697,6860.647057
13338,6860.647057
141885,2663.718185
177103,6860.647057
61384,2577.125962
148401,3013.400617
177253,985.7971122
42564,658.2864497
112076,1690.212577
59353,3009.483604
36680,11688.98076
152189,5755.24576
45861,8432.573005
141079,985.7971122
106251,6860.647057
58791,16502.22216
103644,1295.284924
106063,699.5516608
160350,11688.98076
39872,16502.22216
23531,5174.347515
108316,1315.43095
49643,6860.647057
187246,1315.43095
89672,1598.325475
140491,8264.440102
188066,703.5579962
46837,703.5579962
97614,4288.461333
9592,703.5579962
71490,2597.631956
144396,16502.22216
55402,690.8748939
124582,2601.845161
67918,658.2864497
171685,6860.647057
94742,1621.683763
69783,2581.123139
154200,6860.647057
94885,2577.125962
4915,16502.22216
60386,8541.043791
111991,699.5516608
177668,983.3828836
162804,1651.847645
42221,703.5579962
105130,985.7971122
48500,698.1922569
38122,703.5579962
69786,703.5579962
35225,703.5579962
153689,696.841392
67066,6860.647057
144800,2597.631956
122097,4288.461333
136241,695.3960302
42957,6860.647057
142419,703.5579962
172546,696.841392
128248,978.5134557
3920,2577.125962
92410,1668.575277
176970,1690.212577
64555,4288.461333
95429,696.841392
122402,3013.400617
40535,983.3828836
117459,1648.922359
103275,3009.055772
58707,4288.461333
48469,703.5579962
121864,703.5579962
138531,16502.22216
82299,703.5579962
58291,3637.372995
131730,703.5579962
84546,703.5579962
61430,1608.185712
110647,1690.212577
30302,985.7971122
147942,2577.125962
66359,5174.347515
23708,6860.647057
104351,985.7971122
150806,698.1922569
117607,703.5579962
115592,5174.347515
91817,3452.511553
73120,6860.647057
